external_id;name;cycle;area;subarea;country;district;city;campus;duration;ects;modality;regime;language;annual_fee;monthly_fee;enrollment_fee;months_per_year;total_estimate;exams;min_grade;access_routes;career_paths;degree_awarded;qualification_level;qnq_level;eqf_level;accreditation_status;accreditation_entity;accreditation_valid_until;dges_registration;cnaef_code;vacancies;numerus_clausus;scholarships;payment_options;source_url;public_url;description;partners;employment_rate;completion_rate;student_profile;teaching_method;target_audience;student_housing;active;hide_course;hide_price;public_listing;candidaturas
IPLEIRIA-ENGINF;Licenciatura em Engenharia Informática (Instituto Politécnico de Leiria);Licenciatura;Tecnologias de Informação e Comunicação;Engenharia Informática;Portugal;Leiria;Leiria;Leiria;6 semestres;180;Presencial;Diurno;Português;697;69,7;;10;2091;"16 Matemática; ou (02 Biologia e Geologia e 16 Matemática); ou (07 Física e Química e 16 Matemática); ou (16 Matemática e 18 Português)";9,5;"Concurso Nacional de Acesso; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP";"Engenheiro informático; Desenvolvedor de software; Administrador de sistemas";Licenciado em Engenharia Informática;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;3102/9119;523;125;;"Bolsas de ação social (DGES); Bolsas de mérito";Pagamento anual ou fracionado em prestações mensais;https://www.ipleiria.pt;https://www.ipleiria.pt;Licenciatura em Engenharia Informática lecionada na Escola Superior de Tecnologia e Gestão do Politécnico de Leiria.;;;;Estudantes com aptidão para a matemática e a lógica, interesse por programação e tecnologias informáticas.;Ensino superior politécnico público presencial, na ESTG, com forte componente prática e laboratorial em programação e desenvolvimento de software.;Titulares do ensino secundário que pretendam tornar-se engenheiros informáticos, programadores e profissionais de desenvolvimento de sistemas.;;1;0;1;1;"Concurso Nacional de Acesso|1.ª fase|2026-07-20|2026-08-06; Concurso Nacional de Acesso|2.ª fase|2026-08-24|2026-09-02; Concurso Nacional de Acesso|3.ª fase|2026-09-22|2026-09-24; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||"
IPL-ESSL-CBL;Licenciatura em Ciências Biomédicas Laboratoriais (ESSL – IPL);Licenciatura;Saúde;Ciências Biomédicas Laboratoriais;Portugal;Lisboa;Lisboa;Lisboa;8 semestres;240;Presencial;Diurno;Português;697;69,7;;10;2788;"02 Biologia e Geologia; ou (02 Biologia e Geologia e 16 Matemática); ou (02 Biologia e Geologia e 07 Física e Química)";9,5;"Concurso Nacional de Acesso; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP";"Técnico de análises clínicas; Profissional de laboratórios biomédicos";Licenciado em Ciências Biomédicas Laboratoriais;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;7250/L068;725;61;;"Bolsas de ação social (DGES); Bolsas de mérito";Pagamento anual ou fracionado em prestações mensais;https://www.essl.ipl.pt/estudar/licenciaturas;https://www.essl.ipl.pt/estudar/licenciaturas;Licenciatura da Escola Superior de Saúde de Lisboa na área das análises clínicas e ciências biomédicas.;;;;Estudantes com interesse pelas ciências biomédicas e laboratoriais, rigor técnico e gosto pelo trabalho de laboratório.;Ensino superior politécnico público presencial, na Escola Superior de Saúde de Lisboa, com forte componente laboratorial e estágios em laboratório clínico. Exige pré-requisitos do Grupo A.;Titulares do ensino secundário que pretendam tornar-se técnicos superiores de análises clínicas e ciências biomédicas laboratoriais.;;1;0;1;1;"Concurso Nacional de Acesso|1.ª fase|2026-07-20|2026-08-06; Concurso Nacional de Acesso|2.ª fase|2026-08-24|2026-09-02; Concurso Nacional de Acesso|3.ª fase|2026-09-22|2026-09-24; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||"
IPL-ISEL-ENGINF;Licenciatura em Engenharia Informática e de Computadores (ISEL – IPL);Licenciatura;Tecnologias de Informação e Comunicação;Engenharia Informática;Portugal;Lisboa;Lisboa;Lisboa;6 semestres;180;Presencial;Diurno;Português;697;69,7;;10;2091;"19 Matemática A; ou (07 Física e Química e 19 Matemática A); ou (02 Biologia e Geologia e 19 Matemática A); ou (19 Matemática A e 18 Português)";9,5;"Concurso Nacional de Acesso; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP";"Engenheiro informático; Desenvolvedor de software; Administrador de sistemas";Licenciado em Engenharia Informática e de Computadores;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;3118/9121;523;138;;"Bolsas de ação social (DGES); Bolsas de mérito";Pagamento anual ou fracionado em prestações mensais;https://www.isel.pt/cursos/licenciaturas;https://www.isel.pt/cursos/licenciaturas;Licenciatura em Engenharia Informática no Instituto Superior de Engenharia de Lisboa.;;;;Estudantes com aptidão para a matemática e a lógica, interesse por programação, sistemas e hardware.;Ensino superior politécnico público presencial, no ISEL, em regime diurno e pós-laboral, com forte componente prática e laboratorial em engenharia informática e de computadores.;Titulares do ensino secundário que pretendam tornar-se engenheiros informáticos e de computadores e profissionais de desenvolvimento de sistemas.;;1;0;1;1;"Concurso Nacional de Acesso|1.ª fase|2026-07-20|2026-08-06; Concurso Nacional de Acesso|2.ª fase|2026-08-24|2026-09-02; Concurso Nacional de Acesso|3.ª fase|2026-09-22|2026-09-24; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||"
IPL-ISCAL-CNI;Licenciatura em Comércio e Negócios Internacionais (ISCAL – IPL);Licenciatura;Gestão e Administração;Comércio e Negócios Internacionais;Portugal;Lisboa;Lisboa;Lisboa;3 anos;180;Presencial;Diurno;Português;697;69,7;;10;2091;"Economia (04); ou Matemática (16); ou Geografia (09) e Português (18); ou Economia (04) e Geografia (09); ou Economia (04) e Português (18)";10;"Concurso Nacional de Acesso; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP";"Gestor de comércio internacional; Técnico de exportação; Consultor de negócios";Licenciado em Comércio e Negócios Internacionais;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;3117/L035;340;28;;"Bolsas de ação social (DGES); Bolsas de mérito";Pagamento anual ou fracionado em prestações mensais;https://www.iscal.ipl.pt;https://www.iscal.ipl.pt;Licenciatura em Comércio e Negócios Internacionais do Instituto Superior de Contabilidade e Administração de Lisboa.;;;;Estudantes e profissionais interessados no comércio internacional e nos negócios globais, com disponibilidade para frequência pós-laboral.;"Ensino presencial em regime pós-laboral; licenciatura de 6 semestres (180 ECTS).";Candidatos ao ensino superior por concurso nacional na área das ciências empresariais.;;1;0;1;1;"Concurso Nacional de Acesso|1.ª fase|2026-07-20|2026-08-06; Concurso Nacional de Acesso|2.ª fase|2026-08-24|2026-09-02; Concurso Nacional de Acesso|3.ª fase|2026-09-22|2026-09-24; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||"
IPPORTA-EB;Licenciatura em Educação Básica (IP Portalegre – ESECS);Licenciatura;Educação;Educação Básica;Portugal;Portalegre;Portalegre;Portalegre;6 semestres;180;Presencial;Diurno;Português;697;69,7;;10;2091;"(16 Matemática e 18 Português); ou (17 MACS e 18 Português)";9,5;"Concurso Nacional de Acesso; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP";"Técnico de educação; Prosseguimento para mestrados em ensino";Licenciado em Educação Básica;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;3121/9853;144;65;;"Bolsas de ação social (DGES); Bolsas de mérito";Pagamento anual ou fracionado em prestações mensais;https://www.ipportalegre.pt/oferta-formativa/educacao-basica;https://www.ipportalegre.pt/oferta-formativa/educacao-basica;Licenciatura em Educação Básica da Escola Superior de Educação e Ciências Sociais do IP Portalegre.;;;;Estudantes com interesse pela educação e o desenvolvimento da criança, perfil relacional e comunicativo.;Ensino superior politécnico público presencial, na ESECS, com formação teórico-prática em educação e prática pedagógica.;Titulares do ensino secundário que pretendam prosseguir para mestrados de habilitação para a docência (educação pré-escolar e ensino básico).;;1;0;1;1;"Concurso Nacional de Acesso|1.ª fase|2026-07-20|2026-08-06; Concurso Nacional de Acesso|2.ª fase|2026-08-24|2026-09-02; Concurso Nacional de Acesso|3.ª fase|2026-09-22|2026-09-24; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||"
IPPORTA-GEST;Licenciatura em Gestão (IP Portalegre – ESTGD);Licenciatura;Gestão e Administração;Gestão;Portugal;Portalegre;Portalegre;Portalegre;6 semestres;180;Presencial;Diurno;Português;697;69,7;;10;2091;"04 Economia; ou 18 Português; ou (17 MACS e 18 Português); ou (04 Economia e 18 Português); ou (16 Matemática e 18 Português)";9,5;"Concurso Nacional de Acesso; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP";"Gestor; Técnico administrativo; Empreendedor";Licenciado em Gestão;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;3124/9147;345;50;;"Bolsas de ação social (DGES); Bolsas de mérito";Pagamento anual ou fracionado em prestações mensais;https://www.ipportalegre.pt;https://www.ipportalegre.pt;Licenciatura em Gestão da Escola Superior de Tecnologia e Gestão do IP Portalegre.;;;;Estudantes com interesse pela gestão e economia, perfil organizado e orientado para resultados.;Ensino superior politécnico público presencial, na ESTGD, com formação aplicada em gestão e administração.;Titulares do ensino secundário que pretendam exercer funções de gestão e administração em empresas e organizações.;;1;0;1;1;"Concurso Nacional de Acesso|1.ª fase|2026-07-20|2026-08-06; Concurso Nacional de Acesso|2.ª fase|2026-08-24|2026-09-02; Concurso Nacional de Acesso|3.ª fase|2026-09-22|2026-09-24; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||"
IPPORTA-ENF;Licenciatura em Enfermagem (IP Portalegre – ESS);Licenciatura;Saúde;Enfermagem;Portugal;Portalegre;Portalegre;Portalegre;8 semestres;240;Presencial;Diurno;Português;697;69,7;;10;2788;"02 Biologia e Geologia; ou (02 Biologia e Geologia e 06 Filosofia); ou (02 Biologia e Geologia e 07 Física e Química); ou (02 Biologia e Geologia e 09 Geografia); ou (02 Biologia e Geologia e 16 Matemática); ou (02 Biologia e Geologia e 18 Português); ou (02 Biologia e Geologia e 04 Economia)";9,5;"Concurso Nacional de Acesso; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP";Enfermeiro de cuidados gerais;Licenciado em Enfermagem;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;7055/9500;723;75;;"Bolsas de ação social (DGES); Bolsas de mérito";Pagamento anual ou fracionado em prestações mensais;https://www.ipportalegre.pt;https://www.ipportalegre.pt;Licenciatura em Enfermagem da Escola Superior de Saúde do Politécnico de Portalegre.;;;;Estudantes com vocação para o cuidado e a relação interpessoal e interesse pelas ciências da saúde.;Ensino superior politécnico público presencial, na Escola Superior de Saúde, com ensino teórico-prático e ensino clínico. Exige pré-requisitos do Grupo A.;Titulares do ensino secundário que pretendam tornar-se enfermeiros em contexto hospitalar e comunitário.;;1;0;1;1;"Concurso Nacional de Acesso|1.ª fase|2026-07-20|2026-08-06; Concurso Nacional de Acesso|2.ª fase|2026-08-24|2026-09-02; Concurso Nacional de Acesso|3.ª fase|2026-09-22|2026-09-24; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||"
IPSANT-EB;Licenciatura em Educação Básica (IP Santarém – ESE);Licenciatura;Educação;Educação Básica;Portugal;Santarém;Santarém;Santarém;6 semestres;180;Presencial;Diurno;Português;697;69,7;;10;2091;"(16 Matemática e 18 Português); ou (17 MACS e 18 Português)";9,5;"Concurso Nacional de Acesso; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP";"Técnico de educação; Prosseguimento para mestrados em ensino";Licenciado em Educação Básica;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;3142/9853;144;70;;"Bolsas de ação social (DGES); Bolsas de mérito";Pagamento anual ou fracionado em prestações mensais;https://www.ipsantarem.pt;https://www.ipsantarem.pt;Licenciatura em Educação Básica da Escola Superior de Educação de Santarém.;;;;Estudantes com interesse pela educação e o desenvolvimento da criança, perfil relacional e comunicativo.;Ensino superior politécnico público presencial, na ESE, com formação teórico-prática em educação e prática pedagógica.;Titulares do ensino secundário que pretendam prosseguir para mestrados de habilitação para a docência (educação pré-escolar e ensino básico).;;1;0;1;1;"Concurso Nacional de Acesso|1.ª fase|2026-07-20|2026-08-06; Concurso Nacional de Acesso|2.ª fase|2026-08-24|2026-09-02; Concurso Nacional de Acesso|3.ª fase|2026-09-22|2026-09-24; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||"
IPSANT-GEST;Licenciatura em Gestão (IP Santarém – ESGT);Licenciatura;Gestão e Administração;Gestão;Portugal;Santarém;Santarém;Santarém;6 semestres;180;Presencial;Diurno;Português;697;69,7;;10;2091;"04 Economia; ou 18 Português; ou (16 Matemática e 18 Português); ou (04 Economia e 16 Matemática); ou (04 Economia e 18 Português)";9,5;"Concurso Nacional de Acesso; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP";"Gestor; Técnico administrativo; Empreendedor";Licenciado em Gestão;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;3143/9147;345;90;;"Bolsas de ação social (DGES); Bolsas de mérito";Pagamento anual ou fracionado em prestações mensais;https://www.ipsantarem.pt;https://www.ipsantarem.pt;Licenciatura em Gestão na Escola Superior de Gestão e Tecnologia de Santarém.;;;;Estudantes com interesse pela gestão e economia, perfil organizado e orientado para resultados.;Ensino superior politécnico público presencial, na ESGT, com formação aplicada em gestão e administração.;Titulares do ensino secundário que pretendam exercer funções de gestão e administração em empresas e organizações.;;1;0;1;1;"Concurso Nacional de Acesso|1.ª fase|2026-07-20|2026-08-06; Concurso Nacional de Acesso|2.ª fase|2026-08-24|2026-09-02; Concurso Nacional de Acesso|3.ª fase|2026-09-22|2026-09-24; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||"
IPSANT-ENF;Licenciatura em Enfermagem (IP Santarém – ESS);Licenciatura;Saúde;Enfermagem;Portugal;Santarém;Santarém;Santarém;8 semestres;240;Presencial;Diurno;Português;697;69,7;;10;2788;"02 Biologia e Geologia; ou (02 Biologia e Geologia e 07 Física e Química); ou (02 Biologia e Geologia e 17 MACS); ou (02 Biologia e Geologia e 16 Matemática); ou (02 Biologia e Geologia e 18 Português); ou (02 Biologia e Geologia e 06 Filosofia)";10;"Concurso Nacional de Acesso; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP";Enfermeiro de cuidados gerais;Licenciado em Enfermagem;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;7065/9500;723;78;;"Bolsas de ação social (DGES); Bolsas de mérito";Pagamento anual ou fracionado em prestações mensais;https://www.ipsantarem.pt;https://www.ipsantarem.pt;Licenciatura em Enfermagem da Escola Superior de Saúde de Santarém.;;;;Estudantes com vocação para o cuidado e a relação interpessoal e interesse pelas ciências da saúde.;Ensino superior politécnico público presencial, na Escola Superior de Saúde, com ensino teórico-prático e ensino clínico. Exige pré-requisitos do Grupo A.;Titulares do ensino secundário que pretendam tornar-se enfermeiros em contexto hospitalar e comunitário.;;1;0;1;1;"Concurso Nacional de Acesso|1.ª fase|2026-07-20|2026-08-06; Concurso Nacional de Acesso|2.ª fase|2026-08-24|2026-09-02; Concurso Nacional de Acesso|3.ª fase|2026-09-22|2026-09-24; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||"
IPSN-ENF-FAM;Licenciatura em Enfermagem (IPSN – Vila Nova de Famalicão);Licenciatura;Saúde;Enfermagem;Portugal;Braga;Vila Nova de Famalicão;Vila Nova de Famalicão;8 semestres (4 anos);240;Presencial;Diurno;Português;;;300;10;;Biologia e Geologia;;"Concurso institucional; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP; Estudante internacional";Enfermeiro de cuidados gerais;Licenciado em Enfermagem;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;;723;;;"Bolsas próprias CESPU; Bolsas de mérito";Pagamento anual ou fracionado em prestações mensais;https://candidaturas.cespu.pt/cursos/licenciaturas/licenciatura-em-enfermagem-vila-nova-de-famalicao;https://candidaturas.cespu.pt/cursos/licenciaturas/licenciatura-em-enfermagem-vila-nova-de-famalicao;Licenciatura em Enfermagem do Instituto Politécnico de Saúde do Norte (CESPU) em Vila Nova de Famalicão.;;;;Estudante interessado nas ciências da saúde e no cuidado à pessoa, com vocação para o contacto humano, sentido de responsabilidade e ética, e aptidão para as áreas de Biologia.;Ensino presencial em regime diurno, combinando aulas teóricas, teórico-práticas, práticas laboratoriais, orientação tutorial e ensino clínico em unidades de saúde, com forte componente de estágio.;Titulares do ensino secundário que pretendam exercer enfermagem em hospitais, centros de saúde, cuidados continuados e comunidade.;;1;0;1;1;"Concurso institucional|Fase contínua||; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||; Estudante internacional|Fase única||"
IPSN-FISIO;Licenciatura em Fisioterapia (IPSN – CESPU);Licenciatura;Saúde;Fisioterapia;Portugal;Porto;Gandra;Gandra;4 anos;240;Presencial;Diurno;Português;;;300;10;;Biologia e Geologia;;"Concurso institucional; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP; Estudante internacional";Fisioterapeuta;Licenciado em Fisioterapia;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;;726;;;"Bolsas próprias CESPU; Bolsas de mérito";Pagamento anual ou fracionado em prestações mensais;https://www.cespu.pt;https://www.cespu.pt;Licenciatura em Fisioterapia integrada na oferta do Instituto Politécnico de Saúde do Norte – CESPU.;;;;Estudante com interesse na reabilitação e no movimento humano, boa preparação em Biologia, e perfil orientado para a intervenção física e o acompanhamento de utentes.;Ensino presencial com aulas teóricas, teórico-práticas, práticas laboratoriais e estágios clínicos supervisionados em contexto real de reabilitação.;Candidatos que pretendam intervir na prevenção, tratamento e reabilitação de disfunções de movimento em clínicas, hospitais, ginásios e domicílio.;;1;0;1;1;"Concurso institucional|Fase contínua||; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||; Estudante internacional|Fase única||"
IPSN-RADIO;Licenciatura em Imagem Médica e Radioterapia (IPSN – CESPU);Licenciatura;Saúde;Tecnologias de Diagnóstico e Terapêutica;Portugal;Porto;Gandra;Gandra;4 anos;240;Presencial;Diurno;Português;;;300;10;;Física e Química;;"Concurso institucional; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP; Estudante internacional";Técnico de imagem médica e radioterapia;Licenciado em Imagem Médica e Radioterapia;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;4108/L066;725;18;;"Bolsas próprias CESPU; Bolsas de mérito";Pagamento anual ou fracionado em prestações mensais;https://www.cespu.pt;https://www.cespu.pt;Licenciatura na área das tecnologias de diagnóstico e terapêutica oferecida pelo IPSN.;;;;Estudante com aptidão para as ciências exatas e tecnológicas (Física e Química), interesse em tecnologias de diagnóstico e terapêutica e rigor técnico.;Ensino presencial com componente teórica e forte vertente prática e laboratorial em equipamentos de imagem médica, complementada por estágios clínicos.;Candidatos que pretendam trabalhar em radiologia, medicina nuclear e radioterapia em hospitais e clínicas de diagnóstico por imagem.;;1;0;1;1;"Concurso institucional|Fase contínua||; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||; Estudante internacional|Fase única||"
IPSET-GEST;Licenciatura em Gestão (IP Setúbal – ESTSetúbal);Licenciatura;Gestão e Administração;Gestão;Portugal;Setúbal;Setúbal;Setúbal;3 anos;180;Presencial;Diurno;Português;697;69,7;;10;2091;"Economia; Matemática";;"Concurso Nacional de Acesso; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP";"Gestor; Técnico administrativo; Empreendedor";Licenciado em Gestão;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;;345;;;"Bolsas de ação social (DGES); Bolsas de mérito";Pagamento anual ou fracionado em prestações mensais;https://www.ips.pt;https://www.ips.pt;Licenciatura em Gestão da Escola Superior de Ciências Empresariais/ESTSetúbal do IP Setúbal.;;;;Estudante com interesse em economia, gestão e organização de empresas, com aptidão para Economia e Matemática.;Ensino superior politécnico presencial, com aulas teóricas e teórico-práticas, trabalhos aplicados e projetos ligados à gestão de organizações.;Candidatos que pretendam funções de gestão, administração e consultoria em empresas e organizações.;;1;0;1;1;"Concurso Nacional de Acesso|1.ª fase|2026-07-20|2026-08-06; Concurso Nacional de Acesso|2.ª fase|2026-08-24|2026-09-02; Concurso Nacional de Acesso|3.ª fase|2026-09-22|2026-09-24; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||"
IPT-ENGAMB;Licenciatura em Engenharia do Ambiente e Biológica (IP Tomar – ESTT);Licenciatura;Engenharia e Técnicas Afins;Engenharia do Ambiente;Portugal;Santarém;Tomar;Tomar;3 anos;180;Presencial;Diurno;Português;697;69,7;;10;2091;"Matemática; Física e Química";9,5;"Concurso Nacional de Acesso; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP";"Engenheiro do ambiente; Técnico de gestão ambiental";Licenciado em Engenharia do Ambiente e Biológica;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;3242/9645;529;28;;"Bolsas de ação social (DGES); Bolsas de mérito";Pagamento anual ou fracionado em prestações mensais;https://portal2.ipt.pt/pt/Cursos/licenciaturas/l_-eab/;https://portal2.ipt.pt/pt/Cursos/licenciaturas/l_-eab/;Licenciatura de 6 semestres (180 ECTS) em Engenharia do Ambiente e Biológica na Escola Superior de Tecnologia de Tomar.;;;;;;;;1;0;1;1;"Concurso Nacional de Acesso|1.ª fase|2026-07-20|2026-08-06; Concurso Nacional de Acesso|2.ª fase|2026-08-24|2026-09-02; Concurso Nacional de Acesso|3.ª fase|2026-09-22|2026-09-24; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||"
IPT-DESIGN;Licenciatura em Design e Tecnologia das Artes Gráficas (IP Tomar – ESTT);Licenciatura;Artes e Multimédia;Design Gráfico;Portugal;Santarém;Tomar;Tomar;6 semestres;180;Presencial;Diurno;Português;697;69,7;;10;2091;Desenho ou História da Cultura e Artes (vários conjuntos);9,5;"Concurso Nacional de Acesso; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP";"Designer gráfico; Técnico de produção gráfica";Licenciado em Design e Tecnologia das Artes Gráficas;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;3242/9644;213;45;;"Bolsas de ação social (DGES); Bolsas de mérito";Pagamento anual ou fracionado em prestações mensais;https://portal2.ipt.pt;https://portal2.ipt.pt;Licenciatura focada em design gráfico e tecnologias de impressão e produção de media.;;;;Estudante com aptidão e interesse pelo desenho, design e produção gráfica, com sensibilidade artística e técnica.;Ensino superior politécnico presencial, com forte componente prática em estúdios e laboratórios de artes gráficas, design e produção de media.;Candidatos que pretendam trabalhar em design gráfico, produção e tecnologias das artes gráficas e comunicação visual.;;1;0;1;1;"Concurso Nacional de Acesso|1.ª fase|2026-07-20|2026-08-06; Concurso Nacional de Acesso|2.ª fase|2026-08-24|2026-09-02; Concurso Nacional de Acesso|3.ª fase|2026-09-22|2026-09-24; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||"
IPT-GEST;Licenciatura em Gestão de Empresas (IP Tomar – ESTT);Licenciatura;Gestão e Administração;Gestão de Empresas;Portugal;Santarém;Tomar;Tomar;6 semestres;180;Presencial;Diurno;Português;697;69,7;;10;2091;"Economia; Matemática A. Soc.; Geografia (vários conjuntos)";9,5;"Concurso Nacional de Acesso; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP";"Gestor; Técnico administrativo; Empreendedor";Licenciado em Gestão de Empresas;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;3241/9152;345;50;;"Bolsas de ação social (DGES); Bolsas de mérito";Pagamento anual ou fracionado em prestações mensais;https://www.ipt.pt;https://www.ipt.pt;Licenciatura em Gestão de Empresas do Instituto Politécnico de Tomar.;;;;Estudante com interesse em economia, contabilidade e gestão, com aptidão para Economia e Matemática.;Ensino superior politécnico presencial, com aulas teóricas e teórico-práticas, casos práticos e projetos aplicados à gestão empresarial.;Candidatos que pretendam funções de gestão, administração e empreendedorismo em empresas e organizações.;;1;0;1;1;"Concurso Nacional de Acesso|1.ª fase|2026-07-20|2026-08-06; Concurso Nacional de Acesso|2.ª fase|2026-08-24|2026-09-02; Concurso Nacional de Acesso|3.ª fase|2026-09-22|2026-09-24; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||"
IPVC-ENGALIM;Licenciatura em Engenharia Alimentar (IPVC – ESA);Licenciatura;Indústrias Alimentares;Engenharia Alimentar;Portugal;Viana do Castelo;Ponte de Lima;Ponte de Lima;3 anos;180;Presencial;Diurno;Português;697;69,7;;10;2091;"Biologia e Geologia; Matemática";;"Concurso Nacional de Acesso; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP";"Engenheiro alimentar; Técnico de controlo de qualidade";Licenciado em Engenharia Alimentar;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;;541;;;"Bolsas de ação social (DGES); Bolsas de mérito";Pagamento anual ou fracionado em prestações mensais;https://www.ipvc.pt/pt/oferta-formativa-2/licenciaturas/;https://www.ipvc.pt/pt/oferta-formativa-2/licenciaturas/;Licenciatura em Engenharia Alimentar da Escola Superior Agrária do Instituto Politécnico de Viana do Castelo.;;;;Estudante com interesse na ciência e tecnologia dos alimentos, com aptidão para Biologia/Química e Matemática.;Ensino superior politécnico presencial, com componente laboratorial e prática em tecnologia e segurança alimentar.;Candidatos que pretendam atuar na indústria alimentar, controlo de qualidade e segurança alimentar.;;1;0;1;1;"Concurso Nacional de Acesso|1.ª fase|2026-07-20|2026-08-06; Concurso Nacional de Acesso|2.ª fase|2026-08-24|2026-09-02; Concurso Nacional de Acesso|3.ª fase|2026-09-22|2026-09-24; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||"
